"id_discente";"ano";"periodo";"renda";"escola_ens_medio";"possui_bolsa_pesquisa";"possui_auxilio_alimentacao";"possui_auxilio_transporte";"possui_auxilio_residencia_moradia"
"2c8d73fad950d2f93f7419fdd6c66bd5";"2011";"2";"";"";"f";"f";"f";"f"
"b850cd147cca089de93ebbdff1592990";"2011";"2";"";"";"f";"f";"f";"f"
"e80df96fc3b06929ef6310c49326a9c6";"2011";"2";"";"";"f";"f";"f";"f"
"2452152f9b4b69a7847f4b58de15ad3c";"2011";"2";"";"";"f";"f";"f";"f"
"edeb4a69ac21990bc8d41d7a5448462e";"2011";"2";"";"";"f";"f";"f";"f"
"aeb45a704e3cf220cf2641a95952a5b8";"2011";"2";"";"";"f";"t";"f";"t"
"6653e152e85fb0d97ff6d257e1710af9";"2011";"2";"";"";"f";"f";"f";"f"
"fa234db3f026678ad2548ee128657cfd";"2011";"2";"";"";"t";"f";"f";"f"
"902aae2a8d95219b30477aa56cf09233";"2011";"2";"";"";"t";"f";"f";"f"
"0c10ca4ed8bbfd03be9f05073288acb3";"2011";"2";"";"";"f";"f";"f";"f"
"e2301fb7926f1dac7d9f517883a71866";"2011";"2";"";"";"t";"f";"f";"f"
"e6708d1c144a1e4174f350788f1a64a2";"2011";"2";"";"";"f";"f";"f";"f"
"6f9a72464d7e3e300968f8bf2fc7ed44";"2011";"2";"";"";"f";"f";"f";"f"
"3227e342e3dd9e89ef535d1276b05316";"2011";"2";"";"";"f";"f";"t";"f"
"1c38c4351a855f23532a0b6ace095fef";"2011";"2";"";"";"f";"f";"f";"f"
"2079c8b2a9fa56d265c8801dd77c2935";"2011";"2";"";"";"f";"f";"f";"f"
"baa147b37b1f421e01064bcd0769acb3";"2011";"2";"";"";"f";"f";"f";"f"
"e7ccace1c37a1a6e9213e8eb26619c63";"2011";"2";"";"";"f";"f";"f";"f"
"a9b7c46b795da6969dcbc9e837cf5b60";"2011";"2";"";"";"f";"f";"f";"f"
"65dcedc9d49fa4c70907918f6db11ad2";"2011";"2";"";"";"t";"f";"f";"f"
"fa11a8a0309a81206455997fd6a230ad";"2011";"2";"";"";"f";"f";"f";"f"
"95dbcb238e99fb0f84cf9c43db8f1758";"2011";"2";"";"";"f";"f";"f";"f"
"294217531a3279238dc31a150621411f";"2011";"2";"";"";"f";"t";"f";"t"
"3b62c0d302af26aa69392c6e5b37ad72";"2011";"2";"";"";"t";"f";"f";"f"
"6101ba1e0da6e5aa6490d3b2365a74c7";"2011";"2";"";"";"f";"f";"f";"f"
"720d170a35bdc344bb34422bf90521c2";"2011";"2";"";"";"f";"f";"f";"f"
