"id_discente";"ano";"periodo";"renda";"escola_ens_medio";"possui_bolsa_pesquisa";"possui_auxilio_alimentacao";"possui_auxilio_transporte";"possui_auxilio_residencia_moradia"
"c1c7d85b65d4fb70fdbcc220e856d924";"2010";"2";"";"";"f";"f";"t";"f"
"37dddfeb7243a9b5efdf63e402d8d143";"2010";"2";"";"";"f";"f";"f";"f"
"94a39eebcaec8efcebb4b3b507231f2e";"2010";"2";"";"";"f";"f";"f";"f"
"e1b082d275873ab9a4a67e4e98de4384";"2010";"2";"";"";"f";"f";"f";"f"
"91b80d002f1596353aec4a2910fcf3aa";"2010";"2";"";"";"f";"f";"f";"f"
"46aae68c7c1df17876b4d81be9d47029";"2010";"2";"";"";"f";"f";"f";"f"
"bba798c97a9e1a4a2ccba38832d2c664";"2010";"2";"";"";"f";"f";"f";"f"
"d8fd46334cbeef978ff11610d60b8e3c";"2010";"2";"";"";"f";"f";"f";"f"
"ccdce296222928f6cb048cb12cb1da8d";"2010";"2";"";"";"f";"f";"f";"f"
"71830bf3fe2a2c9228483d89a84aeddf";"2010";"2";"";"";"f";"f";"f";"f"
"f850ab53b68d6fb386081a1b005e12b1";"2010";"2";"";"";"f";"f";"f";"f"
"e82c9bee8ab614ffb372d1655384cee5";"2010";"2";"";"";"f";"f";"f";"f"
"0258dcc528bdb96144cc6c7e46b69d2b";"2010";"2";"";"";"f";"f";"f";"f"
"b4713ede62a2c73e3d43006fb15d9e31";"2010";"2";"";"";"f";"f";"f";"f"
"cbda6b5cee18c06b4b1011e9dd179e9a";"2010";"2";"";"";"f";"f";"f";"f"
"24bf064b483e8d6466a5b9619bfb45e7";"2010";"2";"";"";"f";"f";"f";"f"
"71a311a8f608ba93f0518754794749e9";"2010";"2";"";"";"f";"f";"f";"f"
"86617e91c319eaa3a671f33db81deba6";"2010";"2";"";"";"f";"f";"f";"f"
"f715f36c35eccc7f3187176373ad08c5";"2010";"2";"";"";"f";"f";"f";"f"
"11b5df63a6db91bdfc016859d2286aa2";"2010";"2";"";"";"t";"f";"f";"f"
"1e73d00955d6ce14586c5e8c2cf02dce";"2010";"2";"";"";"f";"f";"f";"f"
"a3560628e4785c3d74017dfe597e9266";"2010";"2";"";"";"f";"f";"f";"f"
"3177ed34bcc9968b72857ae0b35ae6a3";"2010";"2";"";"";"f";"f";"f";"f"
"a5a0aaecf68c5fb47e8d0fe8a599bfde";"2010";"2";"";"";"t";"f";"f";"f"
"cf7e8240a6552d033b176769b75d16da";"2010";"2";"";"";"f";"f";"f";"f"
"7dec62b4812c3d6a61cfb29e7fcd0788";"2010";"2";"";"";"f";"f";"f";"f"
"69096664d8dba3e6b141faa15d5e5434";"2010";"2";"";"";"t";"f";"f";"f"
"aaeabee018d0c9768add746e8c8d3b28";"2010";"2";"";"";"f";"f";"f";"f"
"0977f73823b87a75ec7b3ba73c9e39a8";"2010";"2";"";"";"t";"f";"f";"f"
"4d12a2ed663aa6586c43c84b80f24d19";"2010";"2";"";"";"f";"f";"f";"f"
"d758a1a2c90b793bd906700fc1ed806a";"2010";"2";"";"";"t";"f";"f";"f"
"a68dd931d786d9b873c70a631cf2ecd0";"2010";"2";"";"";"f";"f";"f";"f"
"fe1f38b94dd937a70b83a7ca066c6ae9";"2010";"2";"";"";"f";"f";"f";"f"
"141da9c873c50d1611b3fb0bcbdeb4fe";"2010";"2";"";"";"f";"f";"f";"f"
"3894902fedf008d1fade927e5aa5a4fa";"2010";"2";"";"";"f";"f";"f";"f"
"9e2b7e167407e6f4b9030444b2f16caf";"2010";"2";"";"";"f";"t";"f";"t"
"06fbc3b4df45c3f835af2ad85ab0cbb0";"2010";"2";"";"";"t";"f";"f";"f"
"7c29cd5cb1529c8de96c5da8ce208ddb";"2010";"2";"";"";"f";"f";"f";"f"
"43b900ffdd81eed4cc09693f14c46754";"2010";"2";"";"";"f";"f";"f";"f"
"2b19d6e83c852776ded253750c6da846";"2010";"2";"";"";"f";"t";"f";"t"
"5f65c5a5ffe5ca00bf46cf58d38a1955";"2010";"2";"";"";"f";"f";"f";"f"
"89773a39b4b451149d9a07cff9f25235";"2010";"2";"";"";"f";"f";"f";"f"
"985d7d84dedf340c2b34668a4f08c6f6";"2010";"2";"";"";"f";"f";"t";"f"
"9f34f4c1354e478a89013b79d4c9273f";"2010";"2";"";"";"t";"f";"f";"f"
"12d63430b1262a96064cb14296d74594";"2010";"2";"";"";"f";"f";"f";"f"
"d998b9aede6a73e0fa08522261356b45";"2010";"2";"";"";"f";"f";"f";"f"
"343954c9d61ad52b8d458420dbb41618";"2010";"2";"";"";"t";"f";"f";"f"
"221a346981a0e8e987a8ad94173f6b9d";"2010";"2";"";"";"f";"f";"f";"f"
"2a2caf6db4bf9017d9d9fdd0faf6909d";"2010";"2";"";"";"f";"f";"f";"f"
"6a68aa3002e9529fef354a04f225ad32";"2010";"2";"";"";"f";"t";"f";"t"
"ddeddbc5089695a702091702396e18d3";"2010";"2";"";"";"f";"f";"f";"f"
"e0e9112da022e87446fa605642f78ebd";"2010";"2";"";"";"f";"f";"f";"f"
"ac55f07d4ca831291919f81c8d7a5d63";"2010";"2";"";"";"f";"f";"f";"f"
"f3bf2e1cefb5f84d6d480706ebd9e3dd";"2010";"2";"";"";"f";"f";"f";"f"
"1173f71e317912a724c29bdc541b338a";"2010";"2";"";"";"f";"f";"f";"f"
"46e324fe8ef1429ee8df756366ce433b";"2010";"2";"";"";"f";"f";"f";"f"
"7785acba9d8486d5182c39d7c5238847";"2010";"2";"";"";"f";"f";"t";"f"
